"Species","ConservationStart","NumProjects","SumTotalBudgetWeighted","SumEUContributionWeighted","taxonid","scientific_name","region_identifier","1965","1978","1982","1983","1985","1986","1988","1990","1994","1996","1997","1998","2000","2002","2003","2004","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","current_category","ConservationProjects"
"Andreaea alpina",NA,NA,NA,NA,83659753,"Andreaea alpina","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andreaea blyttii",NA,NA,NA,NA,83659784,"Andreaea blyttii","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Andreaea crassinervia",NA,NA,NA,NA,83659788,"Andreaea crassinervia","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Andreaea flexuosa",NA,NA,NA,NA,83659792,"Andreaea flexuosa","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Andreaea frigida",NA,NA,NA,NA,83659796,"Andreaea frigida","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",FALSE
"Andreaea heinemannii",NA,NA,NA,NA,83659800,"Andreaea heinemannii","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Andreaea hookeri",NA,NA,NA,NA,83659780,"Andreaea hookeri","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andreaea megistospora",NA,NA,NA,NA,83659811,"Andreaea megistospora","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andreaea mutabilis",NA,NA,NA,NA,83659827,"Andreaea mutabilis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andreaea nivalis",NA,NA,NA,NA,83659401,"Andreaea nivalis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Andreaea rothii",NA,NA,NA,NA,83659763,"Andreaea rothii","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andreaea rupestris",NA,NA,NA,NA,83659768,"Andreaea rupestris","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andreaea sinuosa",NA,NA,NA,NA,83659772,"Andreaea sinuosa","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Andreiniimon nuptialis",NA,NA,NA,NA,44710118,"Andreiniimon nuptialis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",FALSE
"Andrena leucorhina",NA,NA,NA,NA,19198269,"Andrena abbreviata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena aberrans",NA,NA,NA,NA,19199751,"Andrena aberrans","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Andrena abjecta",NA,NA,NA,NA,19199122,"Andrena abjecta","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena abrupta",NA,NA,NA,NA,19198785,"Andrena abrupta","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena aciculata",NA,NA,NA,NA,19198954,"Andrena aciculata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena aegyptiaca",NA,NA,NA,NA,19199297,"Andrena aegyptiaca","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA",FALSE
"Andrena locularoides",NA,NA,NA,NA,19198965,"Andrena aeneiventris","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena aerinifrons",NA,NA,NA,NA,19199065,"Andrena aerinifrons","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena afrensis",NA,NA,NA,NA,19198794,"Andrena afrensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Apis muraria",NA,NA,NA,NA,19199405,"Andrena agilissima","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena agnata",NA,NA,NA,NA,19199624,"Andrena agnata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Melecta fasciculata",NA,NA,NA,NA,19199539,"Andrena albopunctata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena pillichi",NA,NA,NA,NA,19199851,"Andrena alfkenella","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena alfkenelloides",NA,NA,NA,NA,19199913,"Andrena alfkenelloides","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena allosa",NA,NA,NA,NA,19198512,"Andrena allosa","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena alluaudi",NA,NA,NA,NA,19199659,"Andrena alluaudi","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena alutacea",NA,NA,NA,NA,19198532,"Andrena alutacea","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena anatolica",NA,NA,NA,NA,19198846,"Andrena anatolica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Melitta angustior",NA,NA,NA,NA,19198859,"Andrena angustior","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena anthrisci",NA,NA,NA,NA,19199512,"Andrena anthrisci","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena antigana",NA,NA,NA,NA,19199339,"Andrena antigana","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena apicatus",NA,NA,NA,NA,19199661,"Andrena apicata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena apiformis",NA,NA,NA,NA,19199628,"Andrena apiformis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena argentata",NA,NA,NA,NA,19198788,"Andrena argentata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena asperrima",NA,NA,NA,NA,19199554,"Andrena asperrima","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena asperula",NA,NA,NA,NA,47910873,"Andrena asperula","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena barnei",NA,NA,NA,NA,19199336,"Andrena assimilis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena astica",NA,NA,NA,NA,19198771,"Andrena astica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena astrella",NA,NA,NA,NA,19199621,"Andrena astrella","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena athenensis",NA,NA,NA,NA,19199945,"Andrena athenensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena atrata",NA,NA,NA,NA,19199451,"Andrena atrata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena atrotegularis",NA,NA,NA,NA,19198491,"Andrena atrotegularis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena avara",NA,NA,NA,NA,19198802,"Andrena avara","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena barbareae",NA,NA,NA,NA,19199296,"Andrena barbareae","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena barbilabris",NA,NA,NA,NA,19199697,"Andrena barbilabris","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena batava",NA,NA,NA,NA,66221527,"Andrena batava","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena bayona",NA,NA,NA,NA,19199352,"Andrena bayona","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena bellidis",NA,NA,NA,NA,19199600,"Andrena bellidis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena biarmica",NA,NA,NA,NA,19198886,"Andrena biarmica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Melitta gwynana",NA,NA,NA,NA,19199522,"Andrena bicolor","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena bicolorata",NA,NA,NA,NA,19199121,"Andrena bicolorata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Melitta bimaculata",NA,NA,NA,NA,19199641,"Andrena bimaculata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena binominata",NA,NA,NA,NA,19199215,"Andrena binominata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena bisulcata",NA,NA,NA,NA,19199280,"Andrena bisulcata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena blanda",NA,NA,NA,NA,19199170,"Andrena blanda","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena boyerella",NA,NA,NA,NA,19199756,"Andrena boyerella","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena braunsiana",NA,NA,NA,NA,19198876,"Andrena braunsiana","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena breviscopa",NA,NA,NA,NA,19199680,"Andrena breviscopa","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena brumanensis",NA,NA,NA,NA,19198760,"Andrena brumanensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena bucephala",NA,NA,NA,NA,19199797,"Andrena bucephala","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena bulgariensis",NA,NA,NA,NA,19199523,"Andrena bulgariensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena caneae",NA,NA,NA,NA,19198707,"Andrena caneae","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena caneibia",NA,NA,NA,NA,19199743,"Andrena caneibia","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena canohirta",NA,NA,NA,NA,19198686,"Andrena canohirta","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena cantiaca",NA,NA,NA,NA,19199066,"Andrena cantiaca","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena capillosa",NA,NA,NA,NA,48069105,"Andrena capillosa","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena caprimulga",NA,NA,NA,NA,19199140,"Andrena caprimulga","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena carantonica",NA,NA,NA,NA,19198938,"Andrena carantonica","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena cervina",NA,NA,NA,NA,19198712,"Andrena cervina","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena chaetogastra",NA,NA,NA,NA,19198544,"Andrena chaetogastra","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena chalcogastra",NA,NA,NA,NA,19198628,"Andrena chalcogastra","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena chelma",NA,NA,NA,NA,19199653,"Andrena chelma","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena chersona",NA,NA,NA,NA,19199358,"Andrena chersona","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena chrysopus",NA,NA,NA,NA,19198976,"Andrena chrysopus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena chrysopyga",NA,NA,NA,NA,19199022,"Andrena chrysopyga","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena chrysosceles",NA,NA,NA,NA,19198738,"Andrena chrysosceles","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena cineraria",NA,NA,NA,NA,19199940,"Andrena cineraria","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena strigifrontalis",NA,NA,NA,NA,19199293,"Andrena cinerea","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena cinereophila",NA,NA,NA,NA,19199556,"Andrena cinereophila","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Andrena clarkella",NA,NA,NA,NA,19199798,"Andrena clarkella","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena clusia",NA,NA,NA,NA,19199839,"Andrena clusia","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena clypella",NA,NA,NA,NA,19198596,"Andrena clypella","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Melitta shawella",NA,NA,NA,NA,19199029,"Andrena coitana","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena subsquamularis",NA,NA,NA,NA,19198877,"Andrena colletiformis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena colonialis",NA,NA,NA,NA,19199133,"Andrena colonialis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena combaella",NA,NA,NA,NA,19199095,"Andrena combaella","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Apis combinata",NA,NA,NA,NA,19198435,"Andrena combinata","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena compta",NA,NA,NA,NA,19199708,"Andrena compta","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Andrena comta",NA,NA,NA,NA,19199289,"Andrena comta","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
